Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Bathtub features (product.metafields.shopify.bathtub-features),Blade material (product.metafields.shopify.blade-material),Coating/Sealant application (product.metafields.shopify.coating-sealant-application),Color (product.metafields.shopify.color-pattern),Connecting thread (product.metafields.shopify.connecting-thread),Door closer design (product.metafields.shopify.door-closer-design),Drain location (product.metafields.shopify.drain-location),Durability features (product.metafields.shopify.durability-features),Flush system (product.metafields.shopify.flush-system),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Handle material (product.metafields.shopify.handle-material),Hardware finish (product.metafields.shopify.hardware-finish),Hardware material (product.metafields.shopify.hardware-material),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Light temperature (product.metafields.shopify.light-temperature),Lubricant dispenser type (product.metafields.shopify.lubricant-dispenser-type),Masonry product form (product.metafields.shopify.masonry-product-form),Material (product.metafields.shopify.material),Mounting type (product.metafields.shopify.mounting-type),Power source (product.metafields.shopify.power-source),Recommended use (product.metafields.shopify.recommended-use),Security level (product.metafields.shopify.security-level),Shape (product.metafields.shopify.shape),Style (product.metafields.shopify.style),Suitable for door type (product.metafields.shopify.suitable-for-door-type),Suitable for material type (product.metafields.shopify.suitable-for-material-type),Suitable space (product.metafields.shopify.suitable-space),Toilet shape (product.metafields.shopify.toilet-shape),Wall patching application (product.metafields.shopify.wall-patching-application),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
abs-cement-with-brush-473ml-yellow,ABS CEMENT WITH BRUSH 473ML YELLOW,<p><span>• Medium bodied yellow colored cement for ABS pipe and fittings up to 6 in diameter • For all types and grades of ABS pipe and fittings for drain; waste and vent • For all non-pressure applications • Recommended application temperature 4 deg c to 43 deg c &gt;&gt; The Oatey® medium-bodied cement is adapted for ABS pipes and fittings up to 6 in in diameter. The low VOC solvent cement meets SCAQMD 1168/316A or BAAQMD method 40 and various environmental requirements. Appropriate for all non-pressure applications. Recommended application temperature from 4 to 43C.</span></p>,FaucetWorld,"Hardware > Building Consumables > Masonry Consumables > Cement, Mortar & Concrete Mixes",,,true,Title,Default Title,,,,,,,,,0.0,shopify,18,deny,manual,13.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/84010044-1-B.jpg?v=1720135779,1,,false,,,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,powder,,,,,,,,,cement,indoors,,,,,,,,kg,,,active
abs-bushing-2in-x-1-in-black,ABS BUSHING 2IN X 1½IN BLACK,"<p class=""product-details-upccode"">UPC Code: 020861512511</p>
<div class=""product-details-desc"">ABS Bushing 2in x 1½in Black</div>",FaucetWorld,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts,,,true,Title,Default Title,,,,,,,,,0.0,shopify,45,deny,manual,1.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/151251-1-B.jpg?v=1720135669,1,,false,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,kg,,,active
abs-tailpiece-adapter-1-in-black,ABS TAILPIECE ADAPTER 1½IN BLACK,"<p class=""product-details-upccode"">UPC Code: 020861512405</p>
<div class=""product-details-desc"">ABS Tailpiece Adapter 1½in Black</div>",FaucetWorld,Vehicles & Parts > Vehicle Parts & Accessories > Watercraft Parts & Accessories,,,true,Title,Default Title,,,,,,,,,0.0,shopify,40,deny,manual,1.64,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/151240-1-B.jpg?v=1720135604,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new,acrylonitrile-butadiene-styrene-abs,,,,,,,,,,,,,,,,,,,,,kg,,,active
abs-tailpiece-adapter-1-in-x-1-in-black,ABS TAILPIECE ADAPTER 1½IN X 1¼IN BLACK,"<p class=""product-details-upccode"">UPC Code: 020861512399</p>
<div class=""product-details-desc"">ABS Tailpiece Adapter 1½in x 1¼in Black</div>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports > Pipe Adapters & Bushings,,,true,Title,Default Title,,,,,,,,,0.0,shopify,40,deny,manual,1.64,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/151239-1-B.jpg?v=1720135538,1,,false,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,plastic,,,,,,,,,,,,,,,,,kg,,,active
abs-test-cap-1,ABS TEST CAP 1½,"<p class=""product-details-upccode"">UPC Code: 020861512320</p>
<div class=""product-details-desc"">ABS Test Cap 1½in Orange</div>",FaucetWorld,Vehicles & Parts > Vehicle Parts & Accessories > Watercraft Parts & Accessories,,,true,Title,Default Title,,,,,,,,,0.0,shopify,50,deny,manual,0.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/151232-1-B.jpg?v=1720135463,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new,acrylonitrile-butadiene-styrene-abs,,,,,,,,,,,,,,,,,,,,,kg,,,active
abs-wye-1-in-black,ABS WYE 1½IN BLACK,"<p class=""product-details-upccode"">UPC Code: 020861512252</p>
<div class=""product-details-desc"">ABS Wye 1½in Black</div>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports > Pipe Connectors > Unions,,,true,Title,Default Title,,,,,,,,,0.0,shopify,39,deny,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/151225-1-B.jpg?v=1720135387,1,,false,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,plastic,,,,,,,,,,,,,,,,,kg,,,active
abs-tee-1-in-black,ABS TEE 1½IN BLACK,"<p class=""product-details-upccode"">UPC Code: 020861512184</p>
<div class=""product-details-desc"">ABS Tee 1½in Black</div>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports > Pipe Connectors,,,true,Title,Default Title,,,,,,,,,0.0,shopify,41,deny,manual,1.54,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/151218-1-B.jpg?v=1720135311,1,,false,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,plastic,,,,,,,,,,,,,,,,,kg,,,active
abs-elbow-fitting-90-x-1-in-black,ABS ELBOW FITTING 90° X 1½IN BLACK,"<p class=""product-details-upccode"">UPC Code: 020861512153</p>
<div class=""product-details-desc"">ABS Elbow Fitting 90° x 1½in Black</div>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports > Pipe Adapters & Bushings,,,true,Title,Default Title,,,,,,,,,0.0,shopify,28,deny,manual,0.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/151215-1-B.jpg?v=1720135240,1,,false,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,plastic,,,,,,,,,,,,,,,,,kg,,,active
abs-elbow-90-x-1-in-black,ABS ELBOW 90° X 1½IN BLACK,"<p class=""product-details-upccode"">UPC Code: 020861512122</p>
<div class=""product-details-desc"">ABS Elbow 90° x 1½in Black</div>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports > Pipe Connectors,,,true,Title,Default Title,,,,,,,,,0.0,shopify,35,deny,manual,1.12,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/151212-1-B.jpg?v=1720135128,1,,false,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,plastic,,,,,,,,,,,,,,,,,kg,,,active
abs-elbow-fitting-45-x-1-in-black,ABS ELBOW FITTING 45° X 1½IN BLACK,"<p class=""product-details-upccode"">UPC Code: 020861512092</p>
<div class=""product-details-desc"">ABS Elbow Fitting 45° x 1½in Black</div>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports > Pipe Connectors,,,true,Title,Default Title,,,,,,,,,0.0,shopify,25,deny,manual,0.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/151209-1-B.jpg?v=1720135031,1,,false,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,plastic,,,,,,,,,,,,,,,,,kg,,,active
abs-elbow-45-x-1-in-black,ABS ELBOW 45° X 1½IN BLACK,"<p class=""product-details-upccode"">UPC Code: 020861512061</p>
<div class=""product-details-desc"">ABS Elbow 45° x 1½in Black</div>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports > Pipe Adapters & Bushings,,,true,Title,Default Title,,,,,,,,,0.0,shopify,40,deny,manual,1.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/151206-1-B.jpg?v=1720134759,1,,false,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,plastic,,,,,,,,,,,,,,,,,kg,,,active
abs-elbow-22-x-1-in-black,ABS ELBOW 22½° X 1½IN BLACK,"<p class=""product-details-upccode"">UPC Code: 020861512030</p>
<div class=""product-details-desc"">ABS Elbow 22½° x 1½in Black</div>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports > Pipe Adapters & Bushings,,,true,Title,Default Title,,,,,,,,,0.0,shopify,45,deny,manual,1.43,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/151203-1-B.jpg?v=1720134676,1,,false,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,plastic,,,,,,,,,,,,,,,,,kg,,,active
abs-coupling-1-in-black,ABS COUPLING 1½IN BLACK,"<p class=""product-details-upccode"">UPC Code: 020861512009</p>
<div class=""product-details-desc"">ABS Coupling 1½in Black</div>",FaucetWorld,Vehicles & Parts > Vehicle Parts & Accessories > Watercraft Parts & Accessories,,,true,Title,Default Title,,,,,,,,,0.0,shopify,50,deny,manual,0.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/151200-1-B.jpg?v=1720134560,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new,acrylonitrile-butadiene-styrene-abs,,,,,,,,,,,,,,,,,,,,,kg,,,active
30-solid-wood-vanity-with-quartz-countertop-white-grey,30'' Solid Wood Vanity with Quartz Countertop - White/Grey,"<ul>
<li>Style: Modern Shaker Design</li>
<li>Colour: Grey Shaker / White</li>
<li>Materials: Solid Wood (A-Grade)</li>
<li>Solid Wood Doors with Plywood Constructed Box</li>
<li>Soft-close Mechanism</li>
<li>Pre-drilled Single-hole Faucet Mount</li>
<li>No Assembly Required. Ready to Install.</li>
</ul>
<p>Included in the Price:</p>
<ul>
<li>Solid Wood Construction Cabinet with One Doors and Drawers</li>
<li>Handle and Knobs</li>
<li>Quartz Countertop with Backsplash</li>
<li>Ceramic Square Undermount Sink</li>
</ul>
<p>Dimensions:</p>
<ul>
<li>Main Cabinet: 30″W x 34 3/4″H x 21 3/4″D</li>
<li>Countertop: 31″W x 3/4″H x 22.5″D</li>
</ul>",FaucetWorld,Furniture > Cabinets & Storage > Vanities,,,true,Title,Default Title,,,,,,,,,0.0,shopify,3,deny,manual,555.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/M-20220407185018LG1DD_jpeg-1.jpg?v=1719527480,1,,false,,,,,,,,,,,,,,,,,,,white,,,,,,wood; ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
36-solid-wood-vanity-with-quartz-countertop-white-grey,36'' Solid Wood Vanity with Quartz Countertop - White/Grey,"<p>Features:</p>
<ul>
<li>Style: Double Shaker Design</li>
<li>Colour: White Shaker / GREY</li>
<li>Materials: Solid Wood (A-Grade)</li>
<li>Solid Wood Doors with Plywood Constructed Box</li>
<li>Soft-close Mechanism</li>
<li>Pre-drilled Single-hole Faucet Mount</li>
<li>No Assembly Required. Ready to Install.</li>
</ul>
<p>Included in the Price:</p>
<ul>
<li>Solid Wood Construction Cabinet with Two Doors and Two Drawers</li>
<li>Quartz Countertop with Backsplash</li>
<li>Ceramic Square Undermount Sink</li>
</ul>
<p>Dimensions:</p>
<ul>
<li>Main Cabinet: 36″W x 34 3/4″H x 21 3/4″D</li>
<li>Countertop: 37″W x 3/4″H x 22.5″D</li>
</ul>",FaucetWorld,Furniture > Cabinets & Storage > Vanities,,,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,655.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/M-20230327152937W8CJF_jpeg-1.jpg?v=1719527175,1,,false,,,,,,,,,,,,,,,2,,,,white,,,,,,wood; ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
36-solid-wood-double-door-grey-white,36'' Solid Wood Double Door - Grey/White,"<p>Features:</p>
<ul>
<li>Style: Modern Shaker Design</li>
<li>Colour:  Grey Shaker / White</li>
<li>Materials: Solid Wood (A-Grade)</li>
<li>Solid Wood Doors with Plywood Constructed Box</li>
<li>Soft-close Mechanism</li>
<li>Pre-drilled Single-hole Faucet Mount</li>
<li>No Assembly Required. Ready to Install.</li>
</ul>
<p>Included in the Price:</p>
<ul>
<li>Solid Wood Construction</li>
<li>Handles (4 colors )</li>
<li>Quartz Countertop with Backsplash</li>
<li>Ceramic Square Undermount Sink</li>
</ul>
<p>Dimensions:</p>
<ul>
<li>Main Cabinet: 36″W x 34 3/4″H x 21 3/4″D</li>
<li>Countertop: 37″W x 3/4″H x 22.5″D</li>
</ul>",FaucetWorld,Hardware > Hardware Accessories > Cabinet Hardware > Cabinet Doors,,,true,Title,Default Title,,,,,,,,,0.0,shopify,3,deny,manual,619.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/M-20220414150933T4SBD_jpg-1.jpg?v=1719526819,1,,false,,,,,,,,,,,,,,,,,,,gray,,,,,,wood,,,,,,,,,,,,,,,modern,,,,,,,,,,,kg,,,active
42-solid-wood-vanity-with-quartz-countertop-white-grey,42'' Solid Wood Vanity with Quartz Countertop - White/Grey,"<ul>
<li>Style: Double Shaker Design</li>
<li>Colour: White Shaker</li>
<li>Materials: Solid Wood (A-Grade)</li>
<li>Solid Wood Doors with Plywood Constructed Box</li>
<li>Soft-close Mechanism</li>
<li>Pre-drilled Single-hole Faucet Mount</li>
<li>No Assembly Required. Ready to Install.</li>
</ul>
<p>Included in the Price:</p>
<ul>
<li>Solid Wood Construction Cabinet with Two Doors and Two Drawers , Handles and Knobs</li>
<li>Quartz Countertop with Backsplash</li>
<li>Ceramic Square Undermount Sink</li>
</ul>
<p>Dimensions:</p>
<ul>
<li>Main Cabinet: 42″W x 34 3/4″H x 21 3/4″D</li>
<li>Countertop: 43″W x 3/4″H x 22.5″D</li>
</ul>",FaucetWorld,Furniture > Cabinets & Storage > Vanities,,,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,715.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/M-20220407184543G287K_jpeg-1.jpg?v=1719526529,1,,false,,,,,,,,,,,,,,,1,,,,gray; white,,,,,,wood; ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
54-solid-wood-vanity-with-quartz-countertop-white-gret,54'' Solid Wood Vanity with Quartz Countertop - White/Grey,"<p><span>FEATURES:</span></p>
<ul>
<li><span>STYLE: DOUBLE EDGE SHAKER</span></li>
<li><span>COLOUR: WHITE SHAKER / GREY</span></li>
<li><span>MATERIALS: SOLID WOOD (A GRADE)</span></li>
<li><span>SOLID WOOD DOORS WITH PLYWOOD CONSTRUCTED BOX</span></li>
<li><span>SOLID WOOD DRAWER BOX WITH DOVETAIL CONSTRUCTION</span></li>
<li><span>ADJUST CONCEALED HINGES WITH A SOFT-CLOSE MECHANISM</span></li>
<li><span>PRE-DRILLED SINGLE-HOLE FAUCET MOUNT</span></li>
<li><span>NO ASSEMBLY IS REQUIRED. READY TO INSTALL.</span></li>
</ul>
<p><span>INCLUDED IN THE PRICE:</span></p>
<ul>
<li><span>SOLID WOOD CONSTRUCTION</span></li>
<li>Handles and Knobs ( 4 colors )</li>
<li><span>QUARTZ COUNTERTOP WITH BACKSPLASH</span></li>
<li><span>CERAMIC SQUARE UNDER-MOUNT SINK</span></li>
</ul>
<p><span>DIMENSIONS:</span></p>
<ul>
<li><span>MAIN CABINET: 54″W X 34 1/4″H X 21 3/4″D</span></li>
<li><span>COUNTERTOP: 55″W X 3/4″H X 22.5″D</span></li>
</ul>",FaucetWorld,Furniture > Cabinets & Storage > Vanities,,,true,Title,Default Title,,,,,,,,,0.0,shopify,3,deny,manual,1085.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/M-20230327162258APAGA_jpeg.jpg?v=1719526122,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
60-solid-wood-vanity-with-quartz-countertop-double-sink-white-grey,60'' Solid Wood Vanity with Quartz Countertop Double Sink -White/Grey,"<p><span>FEATURES:</span></p>
<ul>
<li><span>STYLE: DOUBLE EDGE SHAKER</span></li>
<li><span>COLOUR: WHITE</span></li>
<li><span>MATERIALS: SOLID WOOD (A-GRADE)</span></li>
<li><span>SOLID WOOD DOORS WITH PLYWOOD CONSTRUCTED BOX</span></li>
<li><span>SOLID WOOD DRAWER BOX WITH DOVETAIL CONSTRUCTION</span></li>
<li><span>ADJUST CONCEALED HINGES WITH A SOFT-CLOSE MECHANISM</span></li>
<li><span>PRE-DRILLED SINGLE-HOLE FAUCET MOUNT</span></li>
<li><span>NO ASSEMBLY IS REQUIRED. READY TO INSTALL.</span></li>
</ul>
<p><span>INCLUDED IN THE PRICE:</span></p>
<ul>
<li><span>SOLID WOOD CONSTRUCTION</span></li>
<li>Handles and Knobs ( 4 colors )</li>
<li><span>QUARTZ COUNTERTOP WITH BACKSPLASH</span></li>
<li><span>CERAMIC SQUARE UNDER-MOUNT SINK</span></li>
</ul>
<p><span>DIMENSIONS:</span></p>
<ul>
<li><span>MAIN CABINET: 60″W X 34 1/4″H X 21 3/4″D</span></li>
<li><span>COUNTERTOP: 61″W X 3/4″H X 22.5″D</span></li>
</ul>",FaucetWorld,Furniture > Cabinets & Storage > Vanities,,,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,1260.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/M-202303271639055781Y_jpeg.jpg?v=1719525763,1,,false,,,,,,,,,,,,,,,1,,,,white,,,,,,wood; ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
60-solid-wood-vanity-with-quartz-countertop-single-sink,"60"" Solid Wood Vanity With Quartz Countertop Single Sink White/Grey","<p><span>FEATURES:</span></p>
<ul>
<li><span>STYLE: STRAIGHT EDGE SHAKER</span></li>
<li><span>COLOUR: GREY&amp;WHITE</span></li>
<li><span>MATERIALS: SOLID WOOD (A-GRADE)</span></li>
<li><span>SOLID WOOD DOORS WITH PLYWOOD CONSTRUCTED BOX</span></li>
<li><span>SOLID WOOD DRAWER BOX WITH DOVETAIL CONSTRUCTION</span></li>
<li><span>ADJUSCONCEALED HINGES WITH SOFT-CLOSE MECHANISM</span></li>
<li><span>PRE-DRILLED SINGLE-HOLE FAUCET MOUNT</span></li>
<li><span>NO ASSEMBLY REQUIRED. READY TO INSTALL.</span></li>
</ul>
<p><span>INCLUDED IN THE PRICE:</span></p>
<ul>
<li><span>SOLID Wood </span></li>
<li>Handles and Knobs ( 4 colors )</li>
<li><span>QUARTZ COUNTERTOP WITH BACKSPLASH</span></li>
<li><span>CERAMIC SQUARE UNDERMOUNT SINK</span></li>
</ul>
<p><span>DIMENSIONS:</span></p>
<ul>
<li><span>MAIN CABINET: 60″W X 34 1/4″H X 21 3/4″D</span></li>
<li><span>COUNTERTOP: 61″W X 3/4″H X 22.5″D</span></li>
</ul>",FaucetWorld,Furniture > Cabinets & Storage > Vanities,,,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,1185.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/M-20220417120852FCCEH_jpg-1.jpg?v=1719525527,1,,false,,,,,,,,,,,,,,,3,,,,gray,,,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
72-solid-wood-vanity-with-quartz-countertop-double-sink-white-grey,"72"" Solid Wood Vanity With Quartz Countertop Double Sink -- White/Grey","<p><span>FEATURES:</span></p>
<ul>
<li><span>STYLE: DOUBLE EDGE SHAKER</span></li>
<li><span>COLOUR: WHITE/GREY</span></li>
<li><span>MATERIALS: SOLID WOOD (A-GRADE)</span></li>
<li><span>SOLID WOOD DOORS WITH PLYWOOD CONSTRUCTED BOX</span></li>
<li><span>SOLID WOOD DRAWER BOX WITH DOVETAIL CONSTRUCTION</span></li>
<li><span>ADJUSCONCEALED HINGES WITH SOFT-CLOSE MECHANISM</span></li>
<li><span>PRE-DRILLED SINGLE-HOLE FAUCET MOUNT</span></li>
<li><span>NO ASSEMBLY IS REQUIRED. READY TO INSTALL.</span></li>
</ul>
<p><span>INCLUDED IN THE PRICE:</span></p>
<ul>
<li><span>Handles/Knobs</span></li>
<li><span>QUARTZ COUNTERTOP WITH BACKSPLASH</span></li>
<li><span>CERAMIC SQUARE UNDER-MOUNT SINK</span></li>
</ul>
<p><span>DIMENSIONS:</span></p>
<ul>
<li><span>MAIN CABINET: 72″W X 34 1/4″H X 21 3/4″D</span></li>
<li><span>COUNTERTOP: 73″W X 3/4″H X 22.5″D</span></li>
</ul>",FaucetWorld,Furniture > Cabinets & Storage > Vanities,,,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1385.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/M-202303271655176S79D_jpeg.jpg?v=1719524956,1,,false,,,,,,,,,,,,,,,2,,,,white,,,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
48-solid-wood-vanity-with-quartz-countertop-white,48'' Solid Wood Vanity with Quartz Countertop - White/Grey,"<p><span> </span></p>
<p><span>FEATURES:</span></p>
<ul>
<li><span>STYLE: DOUBLE EDGE SHAKER</span></li>
<li><span>COLOUR: WHITE </span></li>
<li><span>MATERIALS: SOLID WOOD (A-GRADE)</span></li>
<li><span>SOLID WOOD DOORS WITH PLYWOOD CONSTRUCTED BOX</span></li>
<li><span>SOLID WOOD DRAWER BOX WITH DOVETAIL CONSTRUCTION</span></li>
<li><span>ADJUS CONCEALED HINGES WITH SOFT-CLOSE MECHANISM</span></li>
<li><span>PRE-DRILLED SINGLE-HOLE FAUCET MOUNT</span></li>
<li><span>NO ASSEMBLY IS REQUIRED. READY TO INSTALL.</span></li>
</ul>
<p><span>INCLUDED IN THE PRICE:</span></p>
<ul>
<li><span>HANDLES and Knobs : 4 colors to choose from</span></li>
<li><span>QUARTZ COUNTERTOP WITH BACKSPLASH</span></li>
<li>Sink</li>
</ul>
<p><span>DIMENSIONS:</span></p>
<ul>
<li><span>MAIN CABINET: 48″W X 34 1/4″H X 21 3/4″D</span></li>
<li><span>COUNTERTOP: 49″W X 3/4″H X 22.5″D</span></li>
</ul>",FaucetWorld,Furniture > Cabinets & Storage > Vanities,,,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,924.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/M-202303271611016N3SI_jpeg.jpg?v=1719354506,1,,false,,,,,,,,,,,,,,,1,,,,white,,,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
push-fit-elbow-90-in-x-in-lead-free,PUSH FIT ELBOW 90° ½IN X ½IN LEAD FREE,"<p>• 200°F Max Service Temperature • 200PSI""</p>
<p>*Cupc</p>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports > Pipe Adapters & Bushings,,,true,Title,Default Title,,,,,,,,,0.0,shopify,250,deny,manual,4.10,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/rn-image_picker_lib_temp_101a67f7-cc4d-424c-80cb-f219044e703b.jpg?v=1718673813,1,,false,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,brass,,,,,,,,,,,,,,,,,kg,,,active
push-fit-coupling-in-x-in-lead-free,PUSH FIT COUPLING ½IN X ½IN LEAD FREE,"<p>• 200°F Max Service Temperature</p>
<p>• 200PSI</p>
<p>•Cupc</p>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports > Pipe Connectors,,,true,Title,Default Title,,,,,,,,,0.0,shopify,250,deny,manual,3.66,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/rn-image_picker_lib_temp_a6ec9b62-4bed-4729-8dad-6d3dbfeee3ae.jpg?v=1718673662,1,,false,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,brass,,,,,,,,,,,,,,,,,kg,,,active
push-fit-tee-in-x-in-x-in-lead-free,PUSH FIT TEE ½IN X ½IN X ½IN LEAD FREE,"<ul class=""unstyled"">
<li class=""information-attribute""><span class=""attribute-value"">200°F Max Service Temperature</span></li>
<li class=""information-attribute""><span class=""attribute-value"">200PSI</span></li>
<li class=""information-attribute""><span class=""attribute-value"">Cupc</span></li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports > Pipe Connectors,,,true,Title,Default Title,,,,,,,,,0.0,shopify,250,deny,manual,5.55,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/rn-image_picker_lib_temp_0a6de730-cb98-4368-97f9-5afe4e3dfc11.jpg?v=1718673519,1,,false,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,brass,,,,,,,,,,,,,,,,,kg,,,active
